skn,ncei_id,station_name,station_id,nws_sid,island,network,elevation,latitude,longitude,start_year,end_year,rf,ta,rh,ws,sw,lw,observer,data_source,edit_notes,nwsli,nesdis_id,name_hads,hads_elev,owner_code_hads,vars_hads,latitude_d_hads,longitude_d_hads,match_notes,name_ncei,mindate_ncei,maxdate_ncei,latitude_ncei,longitude_ncei,name_scan,id_scan,latitude_scan,longitude_scan,nws_kk_name,kk_nws_match_notes,name,nws_id,nws_name
1054.3,NA,Fld Lihue 8,1054.3,NA,Ka,State,137,22.0135174,-159.4055366,1951,1962,RF,NA,NA,NA,NA,NA,HAW'N CANNERIES,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld Lihue 8,NA,NA
1054.4,NA,Fld Lihue 9,1054.4,NA,Ka,State,152,22.01518351,-159.4072032,1951,1955,RF,NA,NA,NA,NA,NA,HAW'N CANNERIES,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld Lihue 9,NA,NA
1055,USC00516893,N Wailua River,516893,NA,Ka,COOP,198,22.06405247,-159.4372017,1949,1980,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,NCEI;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N Wailua River,NA,NA
1055.1,NA,Stable Storm Dch,1055.1,NA,Ka,State,229,22.0551695,-159.4422017,1954,1986,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stable Storm Dch,NA,NA
1055.2,USC00511140,HANAHANAPUNI 1055.2,511140,NA,Ka,COOP,177,22.03028,-159.41583,1911,1983,RF,NA,NA,NA,NA,NA,USGS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HANAHANAPUNI 1055.2,NA,NA
1055.3,NA,N Fk Wailua R,1055.3,NA,Ka,State,198,22.06405228,-159.4363684,1929,1949,RF,NA,NA,NA,NA,NA,USGS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N Fk Wailua R,NA,NA
1055.4,NA,Field H-45,1055.4,NA,Ka,State,169,22.03711942,-159.4205357,1965,1968,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field H-45,NA,NA
1057,NA,Hanamaulu 46,1057,NA,Ka,State,174,22.06016222,-159.4205353,1935,1945,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hanamaulu 46,NA,NA
1059,NA,Lihue Vrty Sta,HI-47,LIHH1,Ka,Hydronet,117,22.0239,-159.387,1950,2017,RF,NA,NA,NA,NA,NA,HSPA;Hydronet,Hydronet;NCEI;RF_Atlas,skn changed from 1062.1 and confirmed skn from AF; Erased NCEI ID: USC00155560 probably co-located COOP station and new SKN should be assigned to hydronet,LIHH1,1561501A,LIHUE VARIETY STATION NEAR LIHUE 3NNW,1250,NWSPAC,PC,22.0239,-159.387,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Lihue VS,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Lihue Vrty Sta,LIHH1, Lihue Var. Stn. (12006)     
1061,NA,Wailua UH Exp Stn,HI-40,WUHH1,Ka,Hydronet,158,22.066,-159.3962,1932,2017,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,Hydronet;NCEI;RF_Atlas,; Erased NCEI ID: USC00519475 probably co-located COOP station and new SKN should be assigned to hydronet,WUHH1,15C163D6,WAILUA UNIVERSITY OF HAWAII EXPERIMENTAL STATION NEAR WAILUA 4WNW,1530,NWSPAC,PC,22.0661,-159.396,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Wailua,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Wailua UH Exp Stn,WUHH1, Wailua (12005)              
1061.1,NA,Ekw 6,1061.1,NA,Ka,State,145,22.06182575,-159.4122021,1950,1959,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ekw 6,NA,NA
1061.2,NA,Field 224,1061.2,NA,Ka,State,145,22.0612693,-159.4072023,1955,1971,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKER,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 224,NA,NA
1061.3,NA,Field H-41,1061.3,NA,Ka,State,154,22.04850017,-159.4072025,1961,1983,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field H-41,NA,NA
1062,NA,Wailua Uka,1062,NA,Ka,State,76,22.02184711,-159.3988699,1924,1995,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wailua Uka,NA,NA
1062.1,USC00515560,LIHUE VRTY STA 1062.1,515560,NA,Ka,COOP,117,22.0239,-159.387,1950,2017,RF,Ta,NA,NA,NA,NA,HSPA,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LIHUE VAR STATION 1062.1, HI US",11/1/1963,9/23/2018,22.02417,-159.38667,NA,NA,NA,NA,NA,NA,LIHUE VRTY STA 1062.1,NA,NA
1062.3,NA,Lihue Var Sta,1062.3,NA,Ka,State,91,22.03572299,-159.3758147,1966,1983,RF,NA,NA,NA,NA,NA,HSPA,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lihue Var Sta,NA,NA
1063,NA,Field 619,1063,NA,Ka,State,91,22.07179856,-159.3605366,1948,1973,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKERS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 619,NA,NA
1063.1,NA,Mount Nondu,1063.1,NA,Ka,State,107,22.0537643,-159.3722033,1915,1933,RF,NA,NA,NA,NA,NA,SANCHES MRS MG,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Nondu,NA,NA
1064,NA,Camp 9,1064,NA,Ka,State,84,22.00851623,-159.3722044,1924,1985,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camp 9,NA,NA
1064.1,NA,H 14,1064.1,NA,Ka,State,101,22.01240441,-159.3819262,1965,1984,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H 14,NA,NA
1064.2,NA,Field H-27,1064.2,NA,Ka,State,123,22.01712648,-159.3958146,1963,1986,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field H-27,NA,NA
1064.3,NA,H 23 Camp 9,1064.3,NA,Ka,State,96,22.01795491,-159.3694264,1984,1995,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H 23 Camp 9,NA,NA
1065,USC00519467,WAILUA KAI 1065,519467,NA,Ka,COOP,21,22.036817,-159.3405379,1924,2000,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAILUA KAI 1065,NA,NA
1066,NA,Field Makee 3c,1066,NA,Ka,State,3,22.06678006,-159.3255377,1934,1969,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Makee 3c,NA,NA
1067,NA,Lot 143,1067,NA,Ka,State,104,22.07514322,-159.3922024,1941,1979,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lot 143,NA,NA
1068,NA,LB Opaekaa,2.20E+14,NA,Ka,USGS,16,22.07861111,-159.4088889,1960,2011,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LB Opaekaa,NA,NA
1069,NA,Puu Lua ,HPUL,PLRH1,Ka,RAWS,1021,22.08916667,-159.6791667,2009,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;RF_Atlas,NA,PLRH1,487083CE,PUU LUA RAWS NEAR KEKANA 9NE,3500,DFWLNR,MM MT PC RW TA UD UP UR US VB XR,22.0892,-159.679,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Lua ,PLRH1, Puu Lua                     
1070,NA,Fld 130,1070,NA,Ka,State,3,22.08519629,-159.7505409,1946,1982,RF,NA,NA,NA,NA,NA,KEKAHA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld 130,NA,NA
1070.1,NA,Polihale,1070.1,NA,Ka,State,511,22.09686325,-159.7299845,1963,1984,RF,NA,NA,NA,NA,NA,DLNR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polihale,NA,NA
1071,NA,Makaha,1071,NA,Ka,State,619,22.125708,-159.715537,1948,1983,RF,NA,NA,NA,NA,NA,DLNR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makaha,NA,NA
1072,NA,Puu Hinahina,1072,NA,Ka,State,1047,22.09852901,-159.6788719,1930,1963,RF,NA,NA,NA,NA,NA,DIV OF FTRY,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Hinahina,NA,NA
1072.1,NA,Puu Lua,1072.1,NA,Ka,USGS,1067,22.09019557,-159.6722057,1919,1919,RF,NA,NA,NA,NA,NA,USGS,USGS;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Lua,NA,NA
1072.3,NA,Puu Lua Res,1072.3,NA,Ka,State,991,22.09214019,-159.6769279,1965,1993,RF,NA,NA,NA,NA,NA,KEKAHA SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puu Lua Res,NA,NA
1072.4,NA,Kaaweiki,1072.4,NA,Ka,State,878,22.10352935,-159.6916499,1963,1983,RF,NA,NA,NA,NA,NA,DLNR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaaweiki,NA,NA
1073,NA,Makaha Ridge,1073,NA,Ka,State,482,22.13296912,-159.7260942,1968,1984,RF,NA,NA,NA,NA,NA,KENTRON HAWAII,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makaha Ridge,NA,NA
1074,USR0000HMAH,Makaha Ridge,HMAH,MKAH1,Ka,RAWS,545,22.13296912,-159.7260942,2001,2017,RF,Ta,RH,WS,Sw,NA,RAWS,RAWS;WRCC;NCEI;RF_Atlas,NA,MKAH1,3286026C,MAKAHA RIDGE RAWS NEAR KEKAHA 11N,1130,DFWLNR,MM MT PC RW TA UD UP UR US VB XR,22.1306,-159.715,matched HADS grep('*RAWS*') stations to SKN by station name using fuzzy matching os station names agrep function in R,"MAKAHA RIDGE HAWAII, HI US",4/17/2002,9/24/2018,22.1306,-159.7153,NA,NA,NA,NA,NA,NA,Makaha Ridge,MKAH1, Makaha Ridge                
1075,USC00513099,KANALOHULUHULU 1075,513099,NA,Ka,COOP,1097,22.12972,-159.65861,1931,2015,RF,Ta,NA,NA,NA,NA,BD OF AGR&FTRY,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KANALOHULUHULU 1075,NA,NA
1076,NA,Kokee,HI-46,KOKH1,Ka,Hydronet,1279,22.1481,-159.6448,1991,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;RF_Atlas,NA,KOKH1,1900E616,KOKEE NEAR HANALEI 10WSW,1940,NWSPAC,PC,21.3503,-157.818,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Kokee,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kokee,KOKH1, Kokee (HI46)                
1077,NA,Kalalau,1077,NA,Ka,USGS,293,22.16015942,-159.6338687,1936,1955,RF,NA,NA,NA,NA,NA,USGS,USGS;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kalalau,NA,NA
1077.1,NA,Lehuamakanoi,1077.1,NA,Ka,USGS,1198,22.14544521,-159.6205353,1919,1936,RF,NA,NA,NA,NA,NA,USGS,USGS;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lehuamakanoi,NA,NA
1080,USC00517790,Paukahana,2.21E+14,NA,Ka,USGS,1128,22.13805556,-159.6425,1949,2006,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paukahana,NA,NA
1082,USC00519130,Waiakoali Camp,2.21E+14,WKRH1,Ka,USGS,1043,22.1275,-159.6425,1949,2017,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;NCEI,NA,WKRH1,17B79574,1082.0 WAIAKOALI RAINGAGE NEAR HANALEI 10SW,4650,USGS01,PC VB,22.1244,-159.622,"manually matched HADS station to SKN by proximity, station name similarity, and hads owner code to network",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waiakoali Camp,WKRH1, Waiakoali (USGS)            
1083,USC00516433,Mohihi Crsg,2.21E+14,MCRH1,Ka,USGS,1042,22.12027778,-159.6258333,1949,2017,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;NCEI,NA,MCRH1,D109224A,MOHIHI CROSSING RAIN NEAR HANALEI 8SW,2930,USGS01,PC VB,22.1172,-159.601,"manually matched HADS station to SKN by proximity, station name similarity, and hads owner code to network",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mohihi Crsg,MCRH1, Mohihi Crossing (USGS)      
1084,USC00514610,Kilohana,2.21E+14,KLOH1,Ka,USGS,1220,22.1575,-159.6091667,1949,2017,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas;NCEI,NA,KLOH1,DDCC972A,KILOHANA RAIN GAUGE NEAR HANALEI 7SW,1910,USGS01,PC VB,22.1542,-159.595,"manually matched HADS station to SKN by proximity, station name similarity, and hads owner code to network",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kilohana,KLOH1, Kilohana (USGS)             
1085,NA,Mohihi-Koaie Divide,2.21E+14,NA,Ka,USGS,1219,22.1175,-159.6091667,2001,2009,RF,NA,NA,NA,NA,NA,USGS,USGS;RF_Atlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mohihi-Koaie Divide,NA,NA
1086,USC00512227,INTAKE WAINIHA 1086,512227,NA,Ka,COOP,213,22.14847963,-159.5672012,1907,2010,RF,NA,NA,NA,NA,NA,MCBRYDE SUGAR,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,INTAKE WAINIHA 1086,NA,NA
1092,USC00513104,KANEHA RESERVOIR 1092,513104,NA,Ka,COOP,247,22.126,-159.365,1947,2000,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KANEHA RESERVOIR 1092,NA,NA
1092.2,NA,Fld W-6,1092.2,NA,Ka,State,137,22.12674141,-159.360536,1955,1960,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKERS,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld W-6,NA,NA
1092.3,NA,Kaneha Res (800),1092.3,NA,Ka,State,244,22.12786006,-159.373869,1915,1946,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaneha Res (800),NA,NA
1092.4,NA,Field M1a,1092.4,NA,Ka,State,232,22.13700848,-159.3624803,1966,1967,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field M1a,NA,NA
1094,NA,E Kaua W 3 (370),1094,NA,Ka,State,113,22.09844692,-159.3735915,1932,1948,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E Kaua W 3 (370),NA,NA
1094.1,NA,EKW3,1094.1,NA,Ka,State,107,22.09011798,-159.3672028,1949,1986,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EKW3,NA,NA
1094.2,NA,Kapahi,HI-50,KPIH1,Ka,Hydronet,158,22.1021,-159.3857,1992,2017,RF,NA,NA,NA,NA,NA,Hydronet,Hydronet;NCEI;RF_Atlas,; Erased NCEI ID: USC00513171 probably co-located COOP station and new SKN should be assigned to hydronet,KPIH1,15608488,KAPAHI NEAR KAPAA 3WNW,1230,NWSPAC,PC,22.1022,-159.386,matched HADS stations to SKN by merge of 'nwsli' to 'nws_SID',NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapahi,matched stations to SKN by station name similarity uzing agrep fuzzy match and manually removed bad match and duplicates,Kapahi,KPIH1, Kapahi (12003)              
1094.3,US1HIKI0005,KAPAA 1.4 W,US1HIKI0005,NA,Ka,CoCoRaHS,139,22.0936,-159.3758,2013,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAPAA 1.4 W, HI US",12/15/2013,9/23/2018,22.0936,-159.3758,NA,NA,NA,NA,NA,NA,KAPAA 1.4 W,NA,NA
1095,NA,Mimino,1095,NA,Ka,State,85,22.10841854,-159.3455365,1934,1988,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mimino,NA,NA
1095.1,NA,Newlun's House,1095.1,NA,Ka,USGS,198,22.10677081,-159.3722025,1914,1918,RF,NA,NA,NA,NA,NA,USGS,USGS;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newlun's House,NA,NA
1097,NA,EKW 4,1097,NA,Ka,State,102,22.08178786,-159.3588699,1932,1986,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EKW 4,NA,NA
1097.1,NA,Field 617,1097.1,NA,Ka,State,137,22.08734482,-159.3705361,1950,1973,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKER,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 617,NA,NA
1097.2,US1HIKI0012,KAPAA 1.4 SSW,US1HIKI0012,NA,Ka,CoCoRaHS,111,22.0803,-159.3659,2015,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAPAA 1.4 SSW,NA,NA
1097.3,US1HIKI0003,KAPAA 1.4 SW,US1HIKI0003,NA,Ka,CoCoRaHS,111,22.0805,-159.3662,2013,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAPAA 1.4 SW, HI US",5/22/2013,9/22/2018,22.0805,-159.3662,NA,NA,NA,NA,NA,NA,KAPAA 1.4 SW,NA,NA
1097.4,US1HIKI0019,KAPAA 1.9 WSW,US1HIKI0019,NA,Ka,CoCoRaHS,157,22.0829,-159.3786,2014,2017,RF,NA,NA,NA,NA,NA,CoCoRaHS,NCEI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAPAA 1.9 WSW, HI US",12/29/2014,9/23/2018,22.0829,-159.3786,NA,NA,NA,NA,NA,NA,KAPAA 1.9 WSW,NA,NA
1100,NA,Kapahi,1100,NA,Ka,State,73,22.09953145,-159.3349814,1948,1973,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKER,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapahi,NA,NA
1100.1,NA,Kapahi (Mckee),1100.1,NA,Ka,State,93,22.09843088,-159.3472033,1900,1916,RF,NA,NA,NA,NA,NA,MCKEE SUGAR,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapahi (Mckee),NA,NA
1101,NA,Field Lihue 2,1101,NA,Ka,State,122,22.12310991,-159.3272036,1937,1949,RF,NA,NA,NA,NA,NA,HAWN CANNERIES,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Lihue 2,NA,NA
1101.1,NA,Spalding Monu,1101.1,NA,Ka,State,125,22.12255786,-159.3308146,1969,1993,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spalding Monu,NA,NA
1102,NA,Field Makee 2b,1102,NA,Ka,State,187,22.12340532,-159.3505362,1921,1991,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Makee 2b,NA,NA
1102.1,NA,Fld Lihue 3,1102.1,NA,Ka,State,122,22.1250533,-159.3288702,1949,1962,RF,NA,NA,NA,NA,NA,HAWN CANNERIES,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fld Lihue 3,NA,NA
1102.2,NA,Field 207-A,1102.2,NA,Ka,State,107,22.12809836,-159.320537,1956,1973,RF,NA,NA,NA,NA,NA,HAWN FRUIT PACKER,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field 207-A,NA,NA
1104,USC00513159,KAPAKA STABLES 1104,513159,NA,Ka,COOP,53,22.08177006,-159.332204,1940,1978,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,NCEI;RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KAPAKA STABLES 1104,NA,NA
1104.1,NA,Sta 35 (Station 35),1104.1,NA,Ka,State,24,22.07844384,-159.3372039,1917,1940,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sta 35 (Station 35),NA,NA
1104.2,NA,M 19,1104.2,NA,Ka,State,24,22.07261625,-159.3369262,1959,1995,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M 19,NA,NA
1107,NA,EKW 1 (120),1107,NA,Ka,State,37,22.08675145,-159.3155377,1932,1963,RF,NA,NA,NA,NA,NA,LIHUE PLANTATION,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EKW 1 (120),NA,NA
1107.1,NA,Kapaa,1107.1,NA,Ka,State,15,22.08840889,-159.3072047,1883,1886,RF,NA,NA,NA,NA,NA,State,RF_Atlas;HSCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kapaa,NA,NA
